customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,Churn
5145-PTVFG,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.48,5184.3,2,No
5146-NKLNE,Female,0,No,Yes,72,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),49.21,3600.82,2,No
5147-ETVWZ,Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.74,3228.14,0,No
5148-OZAYX,Female,0,Yes,No,53,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),41.23,2162.52,2,No
5149-WICZD,Male,0,No,No,19,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),47.66,861.66,1,No
5150-PGVNP,Male,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),47.59,3399.27,0,No
5151-RPPBJ,Male,0,No,No,43,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,49.81,2180.51,1,No
5152-GYOIG,Male,0,No,Yes,12,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,53.17,644.62,0,No
5153-XPZCQ,Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.63,180.32,1,No
5154-WHBYT,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,76.58,1838.21,4,No
5155-ZYCHB,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,89.89,5194.2,2,Yes
5156-SQETQ,Female,1,No,Yes,63,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,45.86,2865.42,1,No
5157-JIVFK,Female,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,56.81,3247.5,3,No
5158-BWLLP,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.8,119.27,2,Yes
5159-YVXLU,Female,0,No,Yes,17,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,65.79,1045.68,2,No
5160-RMOPD,Female,0,No,Yes,30,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),57.42,1736.53,1,No
5161-LQAVR,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,659.85,2,No
5162-VPAJS,Female,1,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),57.38,709.65,0,No
5163-PNYBX,Male,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.58,1008.36,1,Yes
5164-FVWEL,Female,1,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.66,1735.26,2,No
5165-DVXDE,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,22.05,575.65,2,No
5166-GFMDM,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),61.76,2026.75,1,No
5167-DJTAU,Male,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.01,1985.05,0,Yes
5168-HGECO,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,61.06,308.53,0,Yes
5169-QWMOS,Male,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),87.05,5763.06,1,Yes
5170-TNUML,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.98,190.78,1,No
5171-XWICK,Female,0,No,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.19,2759.99,5,No
5172-JAQZM,Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.72,430.75,1,Yes
5173-NABBG,Male,0,No,No,34,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,62.44,2203.44,1,No
5174-IXDBS,Female,0,No,Yes,72,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,34.14,2421.84,1,No
5175-ZEIXM,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,67.44,67.87,0,No
5176-LSIJS,Female,1,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.86,2170.63,2,No
5177-JLNHP,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,68.37,88.43,1,Yes
5178-QTDFL,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),61.03, ,3,Yes
5179-RGEJF,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,60.93,3791.33,0,No
5180-NFNLV,Female,0,No,Yes,39,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,62.25,2408.84,2,No
5181-ZLHJP,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.23,268.26,0,Yes
5182-TZHIM,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,37.58,2741.98,4,No
5183-TQSQG,Male,0,Yes,Yes,35,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),46.66,1608.74,0,No
5184-ATNQM,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),73.54,284.2,0,Yes
5185-BNAEG,Female,0,No,Yes,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),75.76,4764.83,0,Yes
5186-SNXNO,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),54.46,1055.22,3,No
5187-EEUXB,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,41.05,356.13,4,No
5188-RXIJZ,Female,1,No,No,55,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,52.32,2843.92,2,No
5189-RDHRT,Female,0,Yes,No,42,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,31.15,1370.88,1,No
5190-ZQPRG,Male,1,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.98,681.13,1,Yes
5191-AARDW,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1287.09,2,Yes
5192-TUTDY,Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,1113.3,1,No
5193-FCFMW,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,62.21,450.25,1,No
5194-GXDAF,Female,1,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),34.72,2292.44,1,No
5195-XEMSD,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),57.17,854.84,4,No
5196-XFMEM,Male,1,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,351.3,3,Yes
5197-YJCWY,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),48.69,3486.94,0,No
5198-MLDJZ,Female,0,No,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.43,928.41,2,No
5199-CQIAR,Female,0,No,No,12,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,69.2,821.66,2,No
5200-IUTYI,Female,0,Yes,No,33,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,51.47,1765.16,1,No
5201-BSPCP,Male,0,No,No,24,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,41.99,1028.6,4,No
5202-UMCJV,Female,0,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,47.0,141.31,3,No
5203-RFFRF,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.65,2252.11,3,No
5204-FVMNU,Female,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),86.99,4786.02,3,No
5205-GMOLU,Male,0,Yes,No,48,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),36.07,1718.84,2,No
5206-AYCRZ,Male,0,Yes,No,26,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),45.29,1174.17,1,No
5207-VHBDR,Female,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.0,475.68,2,No
5208-YZMOB,Female,0,Yes,Yes,68,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),41.06,2761.07,1,No
5209-JBULE,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),38.86,499.43,1,Yes
5210-LWABP,Male,1,No,Yes,1,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),51.32,36.52,1,No
5211-VBPTZ,Male,0,No,Yes,72,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),33.91,2355.16,2,Yes
5212-PFMLW,Male,1,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.03,2279.42,3,No
5213-JEHFE,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,80.35,2461.43,1,No
5214-TVFVQ,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,69.14,101.27,0,Yes
5215-FQEWQ,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),67.61,522.86,2,No
5216-QMVGV,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.97,599.95,2,No
5217-UFNPC,Female,0,No,Yes,31,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,44.28,1444.03,1,No
5218-IOURJ,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,79.18,3212.31,3,Yes
5219-JWCAC,Female,0,Yes,No,49,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,59.53,2956.0,4,No
5220-YEGCD,Female,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),66.05,1637.54,1,No
5221-QCWDB,Male,0,No,Yes,34,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,38.03,1328.33,2,No
5222-NEUBO,Female,0,Yes,No,53,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),27.04,1351.97,3,No
5223-KVJTA,Male,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),64.52,2607.84,0,No
5224-SNYZW,Female,1,Yes,Yes,72,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.99,3822.78,2,Yes
5225-VNAYI,Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.81,1161.42,4,No
5226-QNMMF,Female,0,Yes,Yes,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,49.29,221.04,2,No
5227-GBZHX,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),94.47,6873.06,2,No
5228-FYCRR,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),85.28,549.68,1,No
5229-VWFKC,Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),47.11,3390.32,1,No
5230-PEXVB,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,605.24,1,No
5231-OPGPX,Male,0,No,No,31,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,84.48,2625.0,0,No
5232-DPQBP,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,190.62,1,No
5233-DGRFR,Female,0,No,No,4,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),46.45,22.72,2,No
5234-GBSID,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.65,230.73,2,Yes
5235-NEYGH,Female,0,Yes,No,64,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,53.11,3435.6,1,No
5236-OSKTW,Female,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.4,1092.58,1,No
5237-DRNZF,Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.67,1771.04,0,No
5238-YPRAH,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.87,4772.96,1,No
5239-AASUY,Male,1,No,No,9,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),52.57,424.53,2,No
5240-JRLQA,Female,0,Yes,Yes,46,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),73.05,3310.56,1,No
5241-HJZJR,Male,1,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.29,375.8,1,No
5242-IYBCB,Female,0,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.92,334.73,3,Yes
5243-FWLVS,Male,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),69.23,4258.25,4,No
5244-OSLRP,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,64.77,2339.03,2,No
5245-BKLEX,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),66.73,174.72,3,No
5246-FYKUJ,Female,0,Yes,No,24,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,49.82,1231.89,0,No
5247-DILJN,Female,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1118.53,3,No
5248-EAEPE,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,28.15,3,No
5249-ERFUR,Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,62.29,962.44,2,Yes
5250-JOXVK,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,69.57,3656.9,2,No
5251-ZSYMT,Male,1,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,1116.35,0,No
5252-CPGLO,Male,1,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.14,1884.29,0,No
5253-HWQAU,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,68.34,815.31,1,No
5254-HNJSH,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,76.22,1686.12,2,Yes
5255-SDJWC,Female,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,65.41,2698.98,1,Yes
5256-DPXDY,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,90.52,489.73,2,Yes
5257-TTMUQ,Female,0,No,No,28,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.55,1949.54,2,No
5258-WYPYQ,Male,1,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,61.66,2442.31,1,No
5259-FCTXD,Male,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.37,1208.05,3,No
5260-HTIVA,Female,1,No,No,3,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,63.94,307.97,2,No
5261-MZBWJ,Male,0,No,No,12,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),40.77,542.24,1,No
5262-WSQXM,Male,0,Yes,No,24,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),49.42,1130.85,1,Yes
5263-ZNKJG,Male,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.32,1165.82,0,No
5264-JXANC,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,58.69,2450.86,1,No
5265-MBQUC,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,75.69,737.46,2,No
5266-ZOHFZ,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),73.15,62.09,0,Yes
5267-IYKVB,Female,0,Yes,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,707.27,4,No
5268-IRSVR,Male,1,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,86.42,6233.59,1,No
5269-ERLDO,Female,1,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,74.63,3855.3,0,No
5270-KSEFM,Male,0,No,No,31,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),42.91,1311.14,2,No
5271-WJXYN,Female,0,Yes,No,72,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),70.36,5098.99,2,No
5272-DTWLO,Female,0,No,Yes,18,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,53.2,991.89,0,Yes
5273-ZJKIK,Female,1,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.06,742.7,2,Yes
5274-BMVZZ,Female,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),76.91,66.93,2,Yes
5275-HUUHA,Female,0,Yes,Yes,72,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,39.69,2850.51,1,No
5276-FZMIF,Female,0,No,Yes,28,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),42.67,1175.83,1,No
5277-OWPDZ,Female,0,No,Yes,15,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),43.71,592.56,1,No
5278-QILVS,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,34.17,114.99,1,No
5279-TZLVF,Male,0,No,Yes,14,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,82.02,1184.81,2,No
5280-LITEU,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,18.0,2,No
5281-CBHJO,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,66.25,766.03,1,No
5282-IJKIN,Male,1,Yes,Yes,72,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),43.55,3234.25,2,No
5283-EIDBS,Female,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,52.16,215.67,0,No
5284-AUALK,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),40.06,1014.69,0,No
5285-ANKGB,Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,117.54,2,No
5286-OHVTY,Female,0,No,No,48,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,58.63,2873.07,0,No
5287-OZHJS,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),70.53,1858.73,0,Yes
5288-CTNII,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,71.45,450.49,2,No
5289-UYFHK,Female,1,Yes,Yes,64,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,80.48,5166.63,1,No
5290-HLJWD,Female,0,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,59.37,2916.71,0,Yes
5291-PTFIW,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.57,5417.23,0,No
5292-EUXFQ,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,62.88,26.94,0,Yes
5293-QYXVM,Male,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,45.54,875.84,1,No
5294-QNBZS,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,77.7,5574.02,1,Yes
5295-ZCBBV,Female,1,Yes,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.68,1051.78,1,Yes
5296-GDQFG,Male,0,No,Yes,56,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.58,1668.65,1,No
5297-TFITZ,Female,0,No,Yes,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),59.57,1868.71,2,Yes
5298-DZESJ,Male,0,No,No,39,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),26.38,982.35,4,No
5299-ROYAE,Female,0,No,Yes,52,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,76.89,3983.99,1,No
5300-EHVVV,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,38.28,68.71,1,No
5301-TOQSM,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,74.06,2693.83,1,Yes
5302-ZVUJQ,Male,0,No,Yes,54,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.03,3548.98,1,Yes
5303-ERQDV,Female,1,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,72.32,91.63,1,No
5304-GYEHH,Female,1,Yes,No,11,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,45.56,571.47,1,Yes
5305-KISSI,Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),74.48,821.55,2,No
5306-WTQPG,Male,0,No,No,61,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,59.58,3618.26,1,No
5307-ZVCUS,Male,0,No,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.43,957.37,1,No
5308-HEZZF,Male,0,No,No,34,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,66.25,2333.33,0,No
5309-BXYSM,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,70.46,3627.37,1,No
5310-FFBZX,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.97,376.14,1,No
5311-EKKXN,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.67,2352.57,1,No
5312-MHOLC,Female,0,Yes,No,8,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),68.08,628.19,0,No
5313-UWEFB,Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.12,3330.02,0,No
